84819
10482	0
10171	1
856760	2
851181	3
856724	4
852532	5
854428	6
855874	7
30011	8
151011	9
65945	10
30960	11
854688	12
851700	13
5499	14
81930	15
12932133	16
12934378	17
850763	18
851584	19
10772	20
1195	21
55794	22
9230	23
946918	24
947818	25
1466474	26
853523	27
2033	28
328	29
8687	30
167838	31
853421	32
854710	33
12931666	34
12930848	35
10152	36
84106	37
12933503	38
12933897	39
853614	40
856303	41
90933	42
705	43
850594	44
855277	45
853252	46
851911	47
5218	48
7150	49
853840	50
855444	51
850951	52
850534	53
852406	54
856212	55
3018	56
2074	57
284086	58
55898	59
18706	60
12988	61
856351	62
855003	63
415117	64
317772	65
853039	66
854324	67
36377	68
35885	69
850333	70
851226	71
2541818	72
2542245	73
5310	74
6000	75
5478	76
501	77
852295	78
856355	79
823916	80
819358	81
837132	82
820956	83
855755	84
851259	85
83987	86
5878	87
1500485	88
854162	89
850555	90
855661	91
51592	92
6498	93
851997	94
854090	95
34413	96
37655	97
7157	98
55593	99
12930626	100
12930474	101
8870	102
5621	103
23588	104
2810	105
852484	106
854533	107
8452	108
5162	109
7391	110
6720	111
5698	112
5687	113
12930605	114
12934374	115
12933457	116
12932048	117
12931884	118
12933142	119
12932785	120
12932984	121
12932291	122
12931947	123
140801	124
9349	125
12931992	126
12932020	127
855920	128
851984	129
10409	130
9343	131
829400	132
816100	133
855317	134
852672	135
856263	136
852794	137
12931020	138
12934410	139
7266	140
3337	141
852059	142
856418	143
850527	144
853767	145
399687	146
1212	147
850656	148
852990	149
851383	150
850778	151
854386	152
855157	153
107987491	154
6207	155
855002	156
853327	157
1466445	158
854431	159
83855	160
25942	161
853967	162
852007	163
39863	164
42684	165
850492	166
850793	167
851924	168
851477	169
12931876	170
12931347	171
948235	172
946886	173
733686	174
100738351	175
839568	176
817382	177
988	178
51428	179
983	180
4134	181
851798	182
855998	183
37069	184
30980	185
54401	186
67247	187
54386	188
56963	189
856817	190
851458	191
898792	192
899294	193
178459	194
184429	195
200728	196
23592	197
189640	198
176435	199
854903	200
850733	201
855339	202
851934	203
851558	204
856823	205
2661	206
10200	207
850741	208
852728	209
856312	210
854245	211
851878	212
856184	213
5728	214
855830	215
855895	216
855845	217
852341	218
10456	219
1641	220
21812	221
1495	222
128866	223
29082	224
855892	225
851407	226
853244	227
855907	228
854318	229
853543	230
32866	231
39002	232
12393	233
315133	234
11215	235
5245	236
12931217	237
12932139	238
853082	239
850346	240
12931162	241
12932865	242
855238	243
856892	244
12934309	245
12933507	246
851147	247
851196	248
855676	249
851833	250
1386	251
960	252
22627	253
12721	254
81515	255
29979	256
84305	257
10460	258
197335	259
12934404	260
12931985	261
854236	262
854758	263
843733	264
840169	265
854222	266
856517	267
852826	268
851623	269
54461	270
386678	271
7846	272
7417	273
2540097	274
2540238	275
60682	276
11030	277
850647	278
855188	279
1639	280
12934488	281
12932534	282
7528	283
2280	284
2335	285
5689	286
856895	287
853418	288
853547	289
851048	290
827087	291
840368	292
6222	293
6188	294
171023	295
221937	296
244585	297
67671	298
851532	299
854353	300
855420	301
853010	302
2542683	303
2541345	304
12930422	305
12933506	306
28964	307
156	308
12930684	309
12932821	310
33721	311
35895	312
852451	313
855681	314
35232	315
35588	316
10159	317
147007	318
850772	319
851002	320
851369	321
151648	322
23304	323
8907	324
79027	325
855973	326
852640	327
57520	328
5091	329
12932023	330
12932772	331
54550	332
140710	333
12931111	334
12930454	335
854909	336
852530	337
852044	338
852408	339
851832	340
854342	341
852493	342
856863	343
855386	344
850808	345
25847	346
29945	347
854142	348
947674	349
947795	350
12932205	351
12932839	352
12932088	353
12931763	354
856499	355
855942	356
856695	357
850935	358
10808	359
2122	360
8503	361
4701	362
6169	363
658	364
56424	365
850568	366
852250	367
6993	368
7431	369
172703	370
174807	371
29079	372
23136	373
245902	374
2521	375
850790	376
851799	377
856873	378
852370	379
852402	380
853668	381
12932876	382
12934527	383
824502	384
835116	385
851768	386
853847	387
31364	388
33389	389
31662	390
32836	391
4763	392
31204	393
31217	394
5562	395
9647	396
3476	397
10574	398
5936	399
173954	400
172375	401
166	402
22806	403
3182	404
64795	405
79018	406
37075	407
33675	408
856052	409
851770	410
851033	411
856220	412
856455	413
85238	414
6456	415
856470	416
851822	417
1469973	418
1470703	419
5407	420
10488	421
856209	422
852428	423
3772576	424
36154	425
2543463	426
2538930	427
851453	428
854114	429
12931310	430
12931251	431
852366	432
855793	433
855808	434
855219	435
856218	436
238799	437
84303	438
12931030	439
12931849	440
855230	441
851763	442
851159	443
856570	444
853469	445
855792	446
855474	447
850636	448
854664	449
852453	450
856153	451
856195	452
905607	453
904964	454
853651	455
1104	456
7375	457
27161	458
23019	459
851830	460
853326	461
855840	462
850511	463
853697	464
853556	465
14164	466
1634	467
12934033	468
12930866	469
6158	470
55646	471
824120	472
836647	473
7322	474
57561	475
850565	476
853490	477
43952	478
38937	479
12931104	480
12932601	481
3725	482
4733	483
10236	484
10657	485
12933343	486
12932938	487
853718	488
852184	489
852319	490
31335	491
43720	492
115572	493
95	494
12932345	495
12933669	496
51514	497
257218	498
1725	499
6726	500
32268	501
48973	502
36615	503
35155	504
23071	505
6643	506
818037	507
825280	508
23097	509
9441	510
853463	511
854700	512
5925	513
6839	514
852494	515
852001	516
32544	517
35881	518
54535	519
64170	520
55621	521
1503	522
22919	523
1601	524
55611	525
9641	526
33185	527
32039	528
503542	529
29888	530
850944	531
854511	532
12934169	533
12931291	534
851533	535
856925	536
261734	537
2288	538
5514	539
4641	540
856307	541
852025	542
852779	543
850750	544
854160	545
856012	546
39452	547
50356	548
12932000	549
12934140	550
26092	551
79711	552
12930133	553
12934397	554
855958	555
851570	556
853194	557
850908	558
850432	559
853077	560
856077	561
852015	562
856846	563
856384	564
7782	565
57650	566
12932018	567
12933291	568
856181	569
856584	570
851183	571
84267	572
4738	573
838469	574
830025	575
12931328	576
12930863	577
93436	578
10916	579
854289	580
853381	581
12931844	582
12931159	583
850826	584
853712	585
2543510	586
2541120	587
817591	588
830973	589
1660	590
9961	591
855500	592
850298	593
853894	594
90427	595
596	596
854193	597
854722	598
12933826	599
12933251	600
856753	601
851748	602
853461	603
855738	604
855276	605
850889	606
855737	607
2353	608
51138	609
108718165	610
397731	611
40814	612
39104	613
5886	614
55768	615
12933299	616
12932709	617
854681	618
855584	619
853552	620
852074	621
850682	622
856675	623
854027	624
155061	625
6885	626
854026	627
856371	628
854814	629
851419	630
855139	631
852708	632
853116	633
854851	634
855549	635
851993	636
10490	637
148223	638
850695	639
851126	640
855952	641
853540	642
852662	643
854888	644
854433	645
852768	646
12934009	647
1497176	648
667	649
79863	650
116173	651
852169	652
855101	653
1466415	654
855282	655
854970	656
854411	657
175783	658
172291	659
84991	660
29115	661
855177	662
856354	663
525	664
12933444	665
12931249	666
853031	667
855099	668
155908	669
3842	670
854156	671
850683	672
3783720	673
539	674
851030	675
855788	676
856223	677
856607	678
853870	679
853497	680
851051	681
856026	682
850613	683
856099	684
855450	685
856014	686
41140	687
42446	688
23523	689
4207	690
851714	691
855237	692
853475	693
854778	694
852338	695
853889	696
64855	697
84301	698
852352	699
850400	700
852695	701
851151	702
2099	703
9440	704
945187	705
944750	706
284001	707
9830	708
83461	709
389541	710
851037	711
850822	712
375791	713
337969	714
855512	715
854739	716
12931544	717
12934355	718
301	719
307	720
850550	721
12932818	722
855441	723
854718	724
851115	725
852294	726
399087	727
398900	728
850909	729
851171	730
850627	731
281201	732
281794	733
12931655	734
12933705	735
854105	736
856778	737
854038	738
850612	739
7026	740
3065	741
12932171	742
12931503	743
856091	744
854247	745
5584	746
3996	747
851724	748
850347	749
825413	750
829836	751
830493	752
817485	753
854418	754
851059	755
851686	756
853061	757
853060	758
855726	759
851372	760
851649	761
80789	762
203245	763
855859	764
855948	765
47718	766
41160	767
12933162	768
12932385	769
856068	770
855412	771
851132	772
855022	773
23385	774
10713	775
850643	776
854614	777
83737	778
6599	779
852956	780
851549	781
31589	782
31439	783
12931886	784
12934304	785
854185	786
855716	787
853650	788
4067	789
9564	790
850736	791
851990	792
855470	793
851561	794
8976	795
851271	796
856903	797
855787	798
854760	799
946493	800
946612	801
81556	802
8178	803
856746	804
852387	805
853554	806
54361	807
5025	808
853635	809
854474	810
856106	811
853283	812
851190	813
856811	814
853529	815
11789	816
16600	817
853209	818
855135	819
51083	820
29978	821
24835	822
362607	823
851624	824
856233	825
853495	826
12931507	827
12931506	828
904464	829
23533245	830
23363	831
6829	832
856136	833
850585	834
84557	835
26135	836
850413	837
851022	838
8945	839
29128	840
318206	841
39764	842
855643	843
850420	844
12933062	845
12932470	846
852822	847
850774	848
853371	849
853410	850
10238	851
85440	852
8887	853
22931	854
57622	855
57706	856
83990	857
8350	858
852997	859
856900	860
855498	861
5684	862
143471	863
12932306	864
12934545	865
34075	866
38988	867
852218	868
853384	869
851201	870
851398	871
12932390	872
12930751	873
13626	874
140486	875
25923	876
23344	877
24379	878
24380	879
4331	880
2967	881
851320	882
855897	883
16554	884
7087	885
853851	886
12931622	887
12934161	888
15495	889
233870	890
22981	891
84886	892
855618	893
852423	894
12934181	895
12934399	896
855540	897
855068	898
852346	899
856193	900
12933234	901
12932209	902
856404	903
851521	904
38719	905
31743	906
40052	907
43176	908
55843	909
856604	910
33501	911
32946	912
43724	913
34505	914
12930253	915
12930942	916
12930672	917
12930279	918
12934385	919
12933173	920
853539	921
854777	922
12932129	923
12931502	924
851124	925
259649	926
179177	927
850539	928
855593	929
22976	930
11063	931
12934346	932
12931550	933
54507	934
27309	935
853528	936
853815	937
854109	938
851309	939
12933869	940
12933261	941
192159	942
8886	943
23560	944
856761	945
855959	946
854424	947
856311	948
853946	949
853256	950
22778	951
66993	952
2542928	953
2542959	954
32567	955
31822	956
175472	957
178447	958
12931815	959
12931413	960
40170	961
31009	962
16706	963
10576	964
853400	965
855005	966
856644	967
852873	968
12933874	969
12932874	970
852068	971
855253	972
12933252	973
12930601	974
855345	975
40552	976
40990	977
851406	978
854256	979
55743	980
3066	981
255626	982
200558	983
850844	984
856503	985
5971	986
6598	987
856356	988
855953	989
5268	990
10291	991
1659	992
79576	993
838195	994
837780	995
904652	996
905804	997
855731	998
35453	999
850506	1000
854123	1001
817515	1002
829922	1003
37967	1004
41840	1005
12930965	1006
12931621	1007
12931722	1008
12932855	1009
905688	1010
904961	1011
855664	1012
2539260	1013
2542357	1014
853928	1015
853576	1016
813379	1017
812541	1018
855522	1019
851427	1020
2611418	1021
2611483	1022
5976	1023
34630	1024
36797	1025
825161	1026
825163	1027
26995	1028
51027	1029
828706	1030
820448	1031
12931647	1032
12930693	1033
32514	1034
34999	1035
851140	1036
856044	1037
855373	1038
824675	1039
838064	1040
176679	1041
3565651	1042
4155	1043
850807	1044
855087	1045
850549	1046
855221	1047
2539101	1048
2543420	1049
12932510	1050
12933453	1051
25630	1052
50689	1053
12931293	1054
12931632	1055
850919	1056
854258	1057
56041	1058
51512	1059
817245	1060
816993	1061
8065	1062
3857	1063
12930623	1064
856422	1065
854946	1066
851342	1067
852742	1068
852702	1069
836699	1070
817267	1071
854213	1072
819699	1073
830355	1074
12932889	1075
97064	1076
18505	1077
108069	1078
32540	1079
35158	1080
852479	1081
852194	1082
12930911	1083
12931952	1084
3295	1085
856779	1086
854196	1087
852802	1088
856466	1089
853249	1090
854818	1091
854067	1092
3895	1093
7453	1094
10362	1095
23028	1096
2539648	1097
12930905	1098
12933839	1099
816394	1100
816312	1101
854364	1102
856937	1103
851676	1104
12930882	1105
12933319	1106
856291	1107
850754	1108
12931161	1109
12930382	1110
853271	1111
855972	1112
2541899	1113
2543426	1114
855083	1115
854166	1116
12933808	1117
852404	1118
854331	1119
852874	1120
851339	1121
